name,gender,function,country_code,country,height_cm,weight,disciplines,events,birth_date,year,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,reason,hero,influence,philosophy,sporting_relatives,ritual,other_sports
Lisa MAMIE,Female,Athlete,SUI,Switzerland,,,Swimming,"Women's 100m Breaststroke, Women's 200m Breaststroke",1998-10-27,1998,ZURICH,Switzerland,ZURICH,Switzerland,,"Listening to music, travelling, cooking, baking, spending time with family and cats",Student,Studying French and Italian Literature and Linguistics at University of Zurich (SUI),,"English, French, German, Italian",Club: Dirk Reinicke,Followed her sister into swimming. For a time she combined the sport with athletics but she later opted to focus only on swimming,,Her parents,"""If you have a lane, you have a chance."" (swiss-aquatics.ch)",,She listens to music before competition,
Lisa Marie KWAYIE,Female,Athlete,GER,Germany,172,,Athletics,Women's 4 x 400m Relay,1996-10-27,1996,,,,,,,,,,,,,,,,,,
Lisa MAYER,Female,Athlete,GER,Germany,170,,Athletics,Women's 4 x 100m Relay,1996-05-02,1996,,,,,,,,,,,,,,,,,,
Lisa MUELLER,Female,Athlete,GER,Germany,,,Shooting,10m Air Rifle Women,1992-09-20,1992,WEINGARTEN,Germany,WEINGARTEN,Germany,,"Reading, spending time with her family and her dog",Soldier,,"Father, Uli. Mother, Jutta Speidel","English, German","National: Achim Veelmann.<br>Personal: Ulrich Muller, Helmut Hoffmann",Her whole family is actively involved in the sport,,,"""Success is not a door, but a staircase."" (Athlete, 9 Apr 2024)",,,
Lisa NOLTE,Female,Athlete,GER,Germany,,,Hockey,Women,2001-02-05,2001,,Germany,,Germany,,,,,,,,,,,,,,
Lisa PERTERER,Female,Athlete,AUT,Austria,,,Triathlon,Women's Individual,1991-10-16,1991,VILLACH,Austria,,Austria,,"Shopping, cooking, baking",Athlete,,,"English, German",Personal: Ralf Schmiedeke (GER),"As a child she was a swimmer, until age 13 when she had an accident riding her bicycle. She sustained several fractures and lost some of the feeling in her thumb. ""With this, you cannot become a great swimmer."" (MyInfo)</p><p>As a result she first tried aquathlon, and at 15 she moved to triathlon",,,"""You can't win a race with your mouth."" (lisaperterer.com, 2024)",,,"Competed at the 2023 Austrian road cycling championships and finished second. ""The idea came about very spontaneously. I've been injured and have only been able to run a little and haven't done any triathlons, so I thought it would be a good endurance test if I took part in the cycling championships, especially as cycling is my favourite discipline."" (kaernten.orf.at, 25 Jun 2023)"
Lisa POST,Female,Athlete,NED,Netherlands,,,Hockey,Women,1999-01-27,1999,VELDHOVEN,Netherlands,,Netherlands,,,,,,,,,,,,,,
Lisa POU,Female,Athlete,MON,Monaco,,,"Marathon Swimming, Swimming",Women's 10km,1999-05-28,1999,FREJUS,France,MONACO,Monaco,,"Photography, baking",,"Studied preschool education and primary school education at the University of Laval (Quebec City QC, CAN)",,French,"Club: Michel Pou (FRA), her father","She followed her father who was coaching at La Semeuse (Nice, FRA). ""I liked swimming these longer distances and being able to stay in my bubble without anyone bothering me. I liked being alone."" (monacomatin.mc, 7 April 2024)",,,,"Father, Michel Pou (swimming), two-time Olympian representing France at the 1984 and 1988 Olympic Games. Competed in the final of the 4x200m freestyle relay at both Games",,
Lisa ROOMS,Female,Athlete,BEL,Belgium,176,,Athletics,Women's 5000m,1996-06-17,1996,,,DENDERMONDE,Belgium,,,"Athlete, paediatric physiotherapist, coach",Rehabilitation Sciences at University of Leuven (BEL),,Dutch,Personal: Tim Moriau (BEL),,,,,,,
Lisa SCHEENAARD,Female,Athlete,NED,Netherlands,,,Rowing,Women's Double Sculls,1988-09-05,1988,WEERT,Netherlands,AMSTERDAM,Netherlands,,"Cycling, sailing, outdoor activities","Athlete, Student","Studies Environmental Engineering at Eindhoven University of Technology, (NED)","Father, Paul. Mother, Margriet. Three older sisters","Dutch, English",National: Eelco Meenhorst (NED),Began rowing for fun and to meet new people,,,,,,"Cycling: Has won the NK Headwind Cycling championship three times - in 2018, 2020 and 2022. The race is held over 9km in stormy conditions and into the wind over the Oosterscheldekering. The race schedule is determined by the weather forecast"
Lisa TERTSCH,Female,Athlete,GER,Germany,,,Triathlon,Women's Individual,1998-12-01,1998,OFFENBACH AM MAIN,Germany,DARMSTADT,Germany,,,Athlete,"Graduated in Economics at Harvard University, Boston (USA)",,"English, German",National: Daniel Unger (GER),"Has a swimming and running background. ""Cycling was the one discipline that was missing for a full triathlon. I credit my dad with introducing me to cycling, and we still ride together a lot."" (liv-cycling.com, 2023)",,Her mother,,,,"Athletics: Competed in several European Cross Country Championships, with a best result at senior level of 21st in 2023. Competed at NCAA level in USA while studying at Harvard University between 2016-2019"
Lisa THOMSON,Female,Athlete,GBR,Great Britain,169,77.0,Rugby Sevens,Women,1997-09-07,1997,MELROSE,Great Britain,EDINBURGH,Great Britain,,,"Athlete, student",Graduated with a Bachelor's degree in Applied Sports Science from University of Edinburgh (GBR),,English,National: Ciaran Beattie (GBR),Her home town of Hawick is a rugby hotbed and she used to watch games with her parents. She played both football and rugby growing up but chose rugby because she always loved it and enjoyed the contact element of the game,,,,,,Football: She played junior football for Scottish Premier League side Heart of Midlothian
Lisa van BELLE,Female,Athlete,NED,Netherlands,,,Cycling Track,Women's Madison,2004-01-30,2004,ZOETERMEER,Netherlands,ZOETERMEER,Netherlands,,,,,,,,,,,,,,
Lisa WEIGHTMAN,Female,Alternate Athlete,AUS,Australia,,,Athletics,Women's Marathon,1979-01-16,1979,"MELBOURNE, VIC",Australia,,Australia,Goa,,Associate Partner: Hybrid Cloud Custom & Data Managed Services Area Leader (IBM),"Graduated in 2000 with a Bachelor's degree in Business Information Systems from Royal Melbourne Institute of Technology - RMIT (Melbourne, VIC, AUS)","Husband, Lachlan McArthur. Son, Peter (born 2015)","English, Italian",Personal: Dick Telford (AUS),"Started running with her dad and sister to develop her heart and lungs as a young girl. Began as a track runner but found success in cross country, winning the under-23 national championships in 2003. </p><p>""I didn't enjoy it at first as we'd run cross country in the mud on freezing cold days. But then I started to win races and realised if I put some training into it I could find out just how fast I could go. When I made the transition to the marathon at 28, I really loved the roads and was hooked after I qualified for my first Olympics off my debut marathon in London. To be racing against the fastest women in the world was huge, and made me want to get better and better."" (vis.org.au, Aug 2018)","Distance runner Kerryn McCann (AUS), three-time marathon Olympian (1996, 2000, 2004).</p><p>Distance runner Lisa Ondieki (AUS), 1988 Olympic silver medallist, four-time Olympian (1984, 1988, 1992, 1996), two-time Commonwealth Games champion (1986, 1990). </p><p>As a teenager, a defining moment in her career was watching Ondieki at the Zatopek Classic (Melbourne's annual distance event at Olympic Park). ""I will never forget where I was standing at Olympic Park when I said to them, 'One day I’d love to run as fast as Lisa – she’s amazing'. You inspired a little girl who year after year was told she wasn’t good enough and went on to prove that she is.” (instagram.com, 27 Feb 2023)","Her father, and coach Dick Telford","""There will be setbacks. There will be times when people tell you that you're not good enough and there will be times when you feel like you aren't good enough. Don't let those feelings stand in your way."" (myInfo)","Father, Peter Weightman (Australian rules football), was player, coach and administrator in the VFL/AFL at clubs Fitzroy, Hawthorn, Port Adelaide, Carlton and Collingwood.</p><p>Cousin, Dale (Australian rules football), played for Richmond AFL",,
Lisanne de WITTE,Female,Athlete,NED,Netherlands,175,,Athletics,Women's 4 x 400m Relay,1992-09-10,1992,,,,,,,,,,,,,,,,,,
Lisbet HERNANDEZ HERNANDEZ,Female,Athlete,CUB,Cuba,,,Shooting,"10m Air Rifle Women', '50m Rifle 3 Positions Women",1991-11-29,1991,SANCTI SPIRITUS,Cuba,LA HABANA,Cuba,Lis,"Reading, knitting",Athlete,"Studied Physical Culture at the University of Physical Culture and Sports Sciences Manuel Fajardo (UCCFD) (Havana, CUB)","Daughter, Lia Dumenigo. Father, Junio. Mother, Maritza. Sister, Lisandra",Spanish,Personal: Yoleisy Lois (CUB),"""I visited the shooting range in my province and I liked it."" (Athlete, 5 Jun 2024 )","Shooter Leuris Pupo (CUB), Olympic champion in 25m rapid fire pistol (2012), silver medallist (2020), and six-time Olympian (2000-2020).</p><p>Shooter Eglys De la Cruz (CUB), 2008 Olympic bronze medallist (50m rifle 3 positions), nine-time Pan American Games medallist (four gold, four silver, one bronze)",,,,,
Liske LATEGAN,Female,Athlete,RSA,South Africa,171,69.0,Rugby Sevens,Women,1998-11-25,1998,GROBLERSDAL,South Africa,STELLENBOSCH,South Africa,,,Athlete,Graduated with a Bachelor's degree in Education from University of Pretoria (RSA),"Mother, Rachelle","Afrikaans, English",National: Renfred Dazel (RSA),"She was inspired by two players from the University of Pretoria women's sevens team who addressed a meeting at her residence. ""One evening, I decided to go to training. I pitched up with my tekkies (sneakers), and then after one practice, the coach said I should get some (rugby) boots."" (smfnews.org, 15 Jul 2023)",,,"""Work hard in silence, and let success make the noise."" (smfnews.org, 15 Jul 2023)","Uncle, Peter Hendriks (rugby union, 15-a-side): Was South Africa's first try scorer in World Cup history when he crossed against Australia in Cape Town, South Africa in 1995",,
Lisneidy VEITIA,Female,Athlete,CUB,Cuba,,,Athletics,Women's 4 x 400m Relay,1994-04-29,1994,,,,,,,,,,,,,,,,,,
Lison NOWACZYK,Female,Athlete,FRA,France,,,Swimming,Relay Only Athlete,2003-01-27,2003,AUCHEL,France,BETHUNE,France,,,Student,Studying for a degree in Modern Literature at University of Artois (FRA),,French,Club: Gregory Lefebvre and Julien Adriansen,,,,,,,
Lissandra Maysa CAMPOS,Female,Athlete,BRA,Brazil,165,,Athletics,Women's Long Jump,2002-02-06,2002,NOSSA SENHORA DO LIVRAMENTO,Brazil,CUIABA,Brazil,,,"Athlete, sergeant in the Brazilian Army",,"Mother, Jucileide",Portuguese,Personal: 1996 Olympian Maria Aparecida Souza de Lima (BRA),,,,,,,
Lisseth Betzaida AYOVI CABEZAS,Female,Athlete,ECU,Ecuador,,,Weightlifting,Women's +81kg,1998-08-07,1998,EL ORO,Ecuador,MACHALA,Ecuador,"Monchita, Monchita la Maravilla","Dancing Ecuadorian salsa, eating Ecuadorian fried rice",Athlete,,"Mother, Vitangela Cabezas. Five siblings",Spanish,National: Hugo Quelal (CUB).<br>Club: Yofre Bustamante,Started training with her aunt who also was into weightlifting,,,,,,
Lisvel Elisa EVE MEJIA,Female,Athlete,DOM,Dominican Republic,193,,Volleyball,Women,1991-09-10,1991,PUERTO PLATA,Dominican Republic,,,China,,Athlete,,"Son, Alonso",Spanish,National: Marcos Kwiek (BRA),,,,,,,
LITHE-ING,Male,Athlete,CHN,People's Republic of China,,,Breaking,B-Boys,2005-05-25,2005,JIMO,China,,,,,,,"Father, Qi Liying",Mandarin,,"Regarded this cool and fashionable sport as his 'destiny', and practised each move hundreds of times or even more until he could master it",,His father,,,,
LIU Hao,Male,Athlete,CHN,People's Republic of China,,,Canoe Sprint,"Men's Canoe Single 1000m, Men's Canoe Double 500m",1993-09-06,1993,YUNNAN,China,YUNNAN,China,,"Playing basketball, playing video games",Athlete,"Physical Education at Yunnan Normal University (Kunming, CHN)",,Mandarin,,He was selected by a coach to try,,,,,,
LIU Heng Yu,Female,Athlete,TPE,Chinese Taipei,,,Shooting,10m Air Pistol Women,2003-03-28,2003,,Chinese Taipei,YUNLIN,Chinese Taipei,Hengyu,,Student,Studying Sports Training Science and Combats at the National Taiwan Sport University (TPE),,"English, Mandarin",National: Guo Mengxi.<br>Club: Chen Qiuyan,Became interested in the sport during a shooting training camp in her hometown of Yunlin (TPE),,,,,,
LIU Hong,Female,Athlete,CHN,People's Republic of China,161,,Athletics,"Women's 20km Race Walk, 'Marathon Race Walk Relay Mixed",1987-05-12,1987,,,,,,,,,,,,,,,,,,
LIU Huanhua,Male,Athlete,CHN,People's Republic of China,,,Weightlifting,Men's 102kg,2001-08-20,2001,JINPING,China,BEIJING,China,"Desperate Saburo, Gigachad",,Athlete,,"Father, Jianguo. Mother, Deng Shufang. One older brother. One younger sister",Mandarin,National: Yu Jie (CHN),As a child he helped his family at home feeding the pigs. Later he was recruited onto his middle school's weightlifting team,"Weightlifter Lyu Xiaojun (CHN), three-time Olympic medallist (two gold, one silver), six-time world championship medallist (five gold, one silver)",,,,,
LIU Jiali,Female,Athlete,CHN,People's Republic of China,,,Cycling Track,Women's Omnium,1994-04-06,1994,DEYANG,China,DEYANG,China,,,,,,,,,,,,,,
LIU Junxi,Male,Athlete,CHN,People's Republic of China,179,,Athletics,Men's 110m Hurdles,2003-12-11,2003,,,,,,,,,,,,,,,,,,
LIU Ping,Female,Alternate Athlete,CHN,People's Republic of China,,,Hockey,Women,1994-10-13,1994,,,,,,,,,,,,,,,,,,
LIU Qi,Male,Athlete,CHN,People's Republic of China,,,Cycling Track,"Men's Keirin, Men's Sprint, Men's Team Sprint",2000-11-29,2000,,China,,China,,,,,,,,,,,,,,
LIU Sheng Shu,Female,Athlete,CHN,People's Republic of China,175,,Badminton,Women's Doubles,2004-04-08,2004,LIAONING,China,BEIJING,China,Del Piero,"Listening to music, experiencing new things",,"Studying at Dalian University of Technology, Liaoning (CHN)",,Mandarin,National: Kang Kyung-jin (KOR),,,,,,,
LIU Tian,Male,Athlete,CHN,People's Republic of China,,,Sailing,Men's Skiff,2000-01-07,2000,SHANDONG,China,SHANDONG,China,TT,,,,,Mandarin,,,,,,,,
LIU Wan-Yu,Female,Athlete,TPE,Chinese Taipei,,,Shooting,Trap Women,1995-07-16,1995,CHIAYI,Chinese Taipei,CHIAYI,Chinese Taipei,Yu,Basketball,Athlete,Graduated in 2020 with a Master's degree from the National Chiayi University (TPE),"Father, Liu Ling Chen. Mother, Cheng Yi Xin",Mandarin,Personal: Zhang Yi Xin (TPE),Her father introduced her to the sport,,"Her father. ""He is a resilient person."" (Athlete, 20 May 2024)",,,,Basketball: Played at local level in Chiayi (TPE)
LIU Xiaoqian,Female,Athlete,CHN,People's Republic of China,160,59.0,Rugby Sevens,Women,1996-02-16,1996,CHANGLE TOWN,China,SHANGHAI,China,,,Athlete,,,"English, Mandarin",National: Lu Zhuan (CHN),Was scouted by a coach from the Shanghai women's rugby team because of her good physical fitness,,,,,,
LIU Xiaoxin,Female,Athlete,CHN,People's Republic of China,,,Rowing,Women's Four,1997-07-24,1997,HEILONGJIANG,China,SHANDONG,China,,,"Athlete, student","Studies at Shandong Sport University (Rizhao, CHN)","Mother, Feng Yujie",Mandarin,"National: Gao Bingrong (CHN), Dai Haizhen (CHN).</p><p>Club: Ma Weiguo (CHN)",Liu was recruited to rowing because of her height and body type,,,,,,
